item,variety,date,price,unit
mushrooms,button_indoor,2012-05-25,1.51,kg
mushrooms,cup_indoor,2012-05-25,1.1,kg
mushrooms,flat_indoor,2012-05-25,1.1,kg
oriental_lilies,homegrown,2012-05-25,0.66,stem
parsnips,all_varieties,2012-05-25,0.98,kg
pears,conference,2012-05-25,0.48,kg
pinks,all_varieties,2012-05-25,0.38,10 stems
raspberries,all_varieties,2012-05-25,16.37,kg
rhubarb,forced,2012-05-25,2.91,kg
rhubarb,outdoor,2012-05-25,1.03,kg
salad_onions,salad,2012-05-25,4.6,bunch of 20
shelling_peas,all_varieties,2012-05-25,2.09,kg
spinach,leaf_loose/bunches,2012-05-25,0.9,kg
strawberries,all_varieties,2012-05-25,2.59,kg
swede,all_varieties,2012-05-25,0.41,kg
tomatoes,plum,2012-05-25,9.5,6kg
tomatoes,round,2012-05-25,4.64,6kg
tomatoes,vine,2012-05-25,7.65,6kg
tulips,indoor,2012-05-25,0.7,5 blooms
turnip,all_varieties,2012-05-25,1.8,kg
watercress,all_varieties,2012-05-25,12.95,box
alstromeria,indoor,2012-05-18,1.02,5 stems
asparagus,all_varieties,2012-05-18,6.59,kg
beetroot,topped,2012-05-18,0.33,kg
begonia_elatior,13cm,2012-05-18,1.12,each
bulb_onions,red,2012-05-18,4.36,10 kg
bulb_onions,yellow,2012-05-18,4.19,25 kg
cabbage,red,2012-05-18,0.29,kg
cabbage,spring_greens_loose,2012-05-18,0.48,kg
cabbage,spring_greens_pre-packed,2012-05-18,0.72,kg
cabbage,summer_&_autumn_pointed,2012-05-18,5.32,10kg
cabbage,summer_&_autumn_round,2012-05-18,7.6,12
cabbage,white,2012-05-18,0.25,kg
cabbage,winter_other,2012-05-18,4.47,12
capsicums,green,2012-05-18,7,5kg
carrots,topped_washed,2012-05-18,0.48,kg
cauliflowers,all_other,2012-05-18,0.56,head
cauliflowers,kent,2012-05-18,0.63,head
chrysanthemum,13cm,2012-05-18,1.2,each
cooking_apples,bramley's_seedling,2012-05-18,0.66,kg
cucumbers,all_varieties,2012-05-18,4.99,6kg
leeks,trimmed,2012-05-18,0.96,kg
lettuce,butterhead_indoor,2012-05-18,3.88,dozen
lettuce,cos,2012-05-18,0.58,head
lettuce,crisp_iceberg_type,2012-05-18,0.33,head
lettuce,little_gem,2012-05-18,0.51,twin
mushrooms,button_indoor,2012-05-18,1.64,kg
mushrooms,flat_indoor,2012-05-18,1.1,kg
oriental_lilies,homegrown,2012-05-18,0.71,stem
parsnips,all_varieties,2012-05-18,0.83,kg
pears,conference,2012-05-18,0.5,kg
pears,doyenne_du_comice,2012-05-18,0.42,kg
pinks,all_varieties,2012-05-18,0.33,10 stems
raspberries,all_varieties,2012-05-18,15.93,kg
rhubarb,forced,2012-05-18,3.12,kg
rhubarb,outdoor,2012-05-18,0.89,kg
salad_onions,salad,2012-05-18,4.96,bunch of 20
spinach,leaf_loose/bunches,2012-05-18,0.57,kg
strawberries,all_varieties,2012-05-18,2.25,kg
swede,all_varieties,2012-05-18,0.33,kg
tomatoes,cherry,2012-05-18,0.51,250g
tomatoes,round,2012-05-18,4.5,6kg
tomatoes,vine,2012-05-18,6,6kg
tulips,indoor,2012-05-18,0.63,5 blooms
turnip,all_varieties,2012-05-18,1.47,kg
watercress,all_varieties,2012-05-18,11.51,box
alstromeria,indoor,2012-05-11,1.08,5 stems
asparagus,all_varieties,2012-05-11,8.46,kg
beetroot,topped,2012-05-11,0.33,kg
begonia_elatior,13cm,2012-05-11,1.38,each
bulb_onions,red,2012-05-11,4.6,10 kg
bulb_onions,yellow,2012-05-11,4.07,25 kg
cabbage,red,2012-05-11,0.28,kg
cabbage,savoy,2012-05-11,3.77,12
cabbage,spring_greens_loose,2012-05-11,0.42,kg
cabbage,spring_greens_pre-packed,2012-05-11,0.68,kg
cabbage,summer_&_autumn_pointed,2012-05-11,5.46,10kg
cabbage,summer_&_autumn_round,2012-05-11,7.5,12
cabbage,white,2012-05-11,0.25,kg
cabbage,winter_other,2012-05-11,3.57,12
carrots,topped_washed,2012-05-11,0.47,kg
cauliflowers,all_other,2012-05-11,0.88,head
cauliflowers,kent,2012-05-11,0.95,head
chrysanthemum,13cm,2012-05-11,1.44,each
cooking_apples,bramley's_seedling,2012-05-11,0.66,kg
cucumbers,all_varieties,2012-05-11,5.23,6kg
dessert_apples,gala,2012-05-11,0.68,kg
dessert_apples,other_late_season,2012-05-11,0.93,kg
leeks,trimmed,2012-05-11,0.88,kg
lettuce,butterhead_indoor,2012-05-11,3.88,dozen
lettuce,cos,2012-05-11,0.63,head
lettuce,crisp_iceberg_type,2012-05-11,0.34,head
lettuce,little_gem,2012-05-11,0.52,twin
mushrooms,button_indoor,2012-05-11,1.76,kg
"narcissus,_inc._daffodils",indoor,2012-05-11,0.32,10 blooms
oriental_lilies,homegrown,2012-05-11,0.74,stem
parsnips,all_varieties,2012-05-11,0.81,kg
pears,conference,2012-05-11,0.52,kg
pears,doyenne_du_comice,2012-05-11,0.47,kg
pinks,all_varieties,2012-05-11,0.33,10 stems
raspberries,all_varieties,2012-05-11,8.38,kg
rhubarb,forced,2012-05-11,2.9,kg
rhubarb,outdoor,2012-05-11,0.92,kg
salad_onions,salad,2012-05-11,5.01,bunch of 20
strawberries,all_varieties,2012-05-11,2.55,kg
swede,all_varieties,2012-05-11,0.27,kg
tomatoes,cherry,2012-05-11,0.47,250g
tomatoes,round,2012-05-11,4.38,6kg
tomatoes,vine,2012-05-11,8.25,6kg
tulips,indoor,2012-05-11,0.76,5 blooms
watercress,all_varieties,2012-05-11,10.95,box
alstromeria,indoor,2012-05-04,0.88,5 stems
asparagus,all_varieties,2012-05-04,7.31,kg
beetroot,topped,2012-05-04,0.33,kg
begonia_elatior,13cm,2012-05-04,1.12,each
bulb_onions,red,2012-05-04,3.8,10 kg
bulb_onions,yellow,2012-05-04,3.64,25 kg
cabbage,red,2012-05-04,0.27,kg
cabbage,savoy,2012-05-04,4.02,12
cabbage,spring_greens_loose,2012-05-04,0.42,kg
cabbage,spring_greens_pre-packed,2012-05-04,0.75,kg
cabbage,summer_&_autumn_pointed,2012-05-04,5.31,10kg
cabbage,summer_&_autumn_round,2012-05-04,5,12
cabbage,white,2012-05-04,0.25,kg
cabbage,winter_other,2012-05-04,3.58,12
carrots,topped_washed,2012-05-04,0.46,kg
cauliflowers,all_other,2012-05-04,0.72,head
cauliflowers,kent,2012-05-04,0.71,head
chrysanthemum,13cm,2012-05-04,1.19,each
cooking_apples,bramley's_seedling,2012-05-04,0.61,kg
cucumbers,all_varieties,2012-05-04,3.91,6kg
dessert_apples,cox's_orange_group,2012-05-04,0.86,kg
dessert_apples,gala,2012-05-04,0.78,kg
dessert_apples,other_late_season,2012-05-04,0.87,kg
leeks,trimmed,2012-05-04,0.85,kg
lettuce,butterhead_indoor,2012-05-04,3.98,dozen
lettuce,cos,2012-05-04,0.57,head
lettuce,crisp_iceberg_type,2012-05-04,0.5,head
lettuce,little_gem,2012-05-04,0.53,twin
oriental_lilies,homegrown,2012-05-04,0.66,stem
parsnips,all_varieties,2012-05-04,0.78,kg
pears,conference,2012-05-04,0.52,kg
pears,doyenne_du_comice,2012-05-04,0.69,kg
raspberries,all_varieties,2012-05-04,7.78,kg
rhubarb,forced,2012-05-04,1.81,kg
rhubarb,outdoor,2012-05-04,0.95,kg
salad_onions,salad,2012-05-04,5.01,bunch of 20
spinach,leaf_loose/bunches,2012-05-04,0.84,kg
strawberries,all_varieties,2012-05-04,2.25,kg
swede,all_varieties,2012-05-04,0.27,kg
tomatoes,round,2012-05-04,5.09,6kg
tomatoes,vine,2012-05-04,6.82,6kg
tulips,indoor,2012-05-04,0.74,5 blooms
watercress,all_varieties,2012-05-04,11.18,box
alstromeria,indoor,2012-04-27,0.79,5 stems
asparagus,all_varieties,2012-04-27,9.03,kg
beetroot,topped,2012-04-27,0.33,kg
begonia_elatior,13cm,2012-04-27,0.84,each
bulb_onions,red,2012-04-27,4.11,10 kg
bulb_onions,yellow,2012-04-27,4.44,25 kg
cabbage,red,2012-04-27,0.28,kg
cabbage,savoy,2012-04-27,3.41,12
cabbage,spring_greens_pre-packed,2012-04-27,0.81,kg
cabbage,summer_&_autumn_pointed,2012-04-27,3.38,10kg
cabbage,white,2012-04-27,0.24,kg
cabbage,winter_other,2012-04-27,3.42,12
capsicums,red,2012-04-27,5,5kg
carrots,topped_washed,2012-04-27,0.34,kg
cauliflowers,all_other,2012-04-27,0.81,head
cauliflowers,kent,2012-04-27,0.9,head
chrysanthemum,13cm,2012-04-27,1.34,each
cooking_apples,bramley's_seedling,2012-04-27,0.62,kg
cucumbers,all_varieties,2012-04-27,3.43,6kg
dessert_apples,cox's_orange_group,2012-04-27,0.65,kg
dessert_apples,gala,2012-04-27,0.83,kg
dessert_apples,other_early_season,2012-04-27,0.93,kg
dessert_apples,other_late_season,2012-04-27,0.84,kg
leeks,trimmed,2012-04-27,0.81,kg
lettuce,butterhead_indoor,2012-04-27,4.15,dozen
lettuce,little_gem,2012-04-27,0.54,twin
mushrooms,button_indoor,2012-04-27,1.67,kg
mushrooms,cup_indoor,2012-04-27,1.1,kg
parsnips,all_varieties,2012-04-27,0.76,kg
pears,conference,2012-04-27,0.49,kg
pears,doyenne_du_comice,2012-04-27,0.44,kg
rhubarb,outdoor,2012-04-27,1.08,kg
salad_onions,salad,2012-04-27,5.01,bunch of 20
spinach,leaf_loose/bunches,2012-04-27,1.9,kg
strawberries,all_varieties,2012-04-27,1.47,kg
swede,all_varieties,2012-04-27,0.29,kg
tomatoes,round,2012-04-27,3.87,6kg
tomatoes,vine,2012-04-27,7.43,6kg
tulips,indoor,2012-04-27,0.69,5 blooms
turnip,all_varieties,2012-04-27,1,kg
watercress,all_varieties,2012-04-27,11.18,box
alstromeria,indoor,2012-04-20,1.18,5 stems
asparagus,all_varieties,2012-04-20,9.09,kg
beetroot,topped,2012-04-20,0.38,kg
begonia_elatior,13cm,2012-04-20,1.09,each
bulb_onions,red,2012-04-20,4.2,10 kg
bulb_onions,yellow,2012-04-20,4.39,25 kg
cabbage,red,2012-04-20,0.28,kg
cabbage,savoy,2012-04-20,3.8,12
cabbage,spring_greens_loose,2012-04-20,0.47,kg
cabbage,spring_greens_pre-packed,2012-04-20,0.68,kg
cabbage,summer_&_autumn_pointed,2012-04-20,4.41,10kg
cabbage,white,2012-04-20,0.25,kg
cabbage,winter_other,2012-04-20,3.68,12
carrots,topped_washed,2012-04-20,0.31,kg
cauliflowers,all_other,2012-04-20,0.55,head
cauliflowers,kent,2012-04-20,0.68,head
chrysanthemum,13cm,2012-04-20,1.4,each
cooking_apples,bramley's_seedling,2012-04-20,0.62,kg
cucumbers,all_varieties,2012-04-20,3.37,6kg
dessert_apples,cox's_orange_group,2012-04-20,0.75,kg
dessert_apples,gala,2012-04-20,0.96,kg
dessert_apples,other_late_season,2012-04-20,1,kg
leeks,trimmed,2012-04-20,0.83,kg
lettuce,butterhead_indoor,2012-04-20,4.02,dozen
lettuce,little_gem,2012-04-20,0.55,twin
mushrooms,button_indoor,2012-04-20,1.71,kg
"narcissus,_inc._daffodils",indoor,2012-04-20,0.35,10 blooms
parsnips,all_varieties,2012-04-20,0.77,kg
pears,conference,2012-04-20,0.83,kg
pears,doyenne_du_comice,2012-04-20,0.73,kg
rhubarb,forced,2012-04-20,1.51,kg
rhubarb,outdoor,2012-04-20,1.11,kg
salad_onions,salad,2012-04-20,5.09,bunch of 20
spinach,leaf_loose/bunches,2012-04-20,2,kg
strawberries,all_varieties,2012-04-20,2.83,kg
swede,all_varieties,2012-04-20,0.29,kg
tomatoes,round,2012-04-20,6.31,6kg
tomatoes,vine,2012-04-20,8,6kg
tulips,indoor,2012-04-20,0.74,5 blooms
turnip,all_varieties,2012-04-20,0.46,kg
watercress,all_varieties,2012-04-20,10.96,box
alstromeria,indoor,2012-04-13,1.07,5 stems
asparagus,all_varieties,2012-04-13,8.35,kg
beetroot,topped,2012-04-13,0.35,kg
begonia_elatior,13cm,2012-04-13,1.5,each
bulb_onions,red,2012-04-13,3.52,10 kg
bulb_onions,yellow,2012-04-13,4.14,25 kg
cabbage,red,2012-04-13,0.3,kg
cabbage,savoy,2012-04-13,3.9,12
cabbage,spring_greens_loose,2012-04-13,0.55,kg
cabbage,spring_greens_pre-packed,2012-04-13,0.79,kg
cabbage,summer_&_autumn_pointed,2012-04-13,4,10kg
cabbage,white,2012-04-13,0.26,kg
cabbage,winter_other,2012-04-13,3.58,12
carrots,topped_washed,2012-04-13,0.29,kg
cauliflowers,all_other,2012-04-13,0.41,head
cauliflowers,kent,2012-04-13,0.56,head
chrysanthemum,13cm,2012-04-13,1.38,each
chrysanthemum_flowers,indoor_spray,2012-04-13,0.44,spray
cooking_apples,bramley's_seedling,2012-04-13,0.58,kg
cucumbers,all_varieties,2012-04-13,3.38,6kg
dessert_apples,cox's_orange_group,2012-04-13,0.7,kg
dessert_apples,gala,2012-04-13,0.72,kg
dessert_apples,other_late_season,2012-04-13,0.79,kg
leeks,trimmed,2012-04-13,0.79,kg
lettuce,butterhead_indoor,2012-04-13,4.33,dozen
lettuce,little_gem,2012-04-13,0.56,twin
mushrooms,flat_indoor,2012-04-13,1.1,kg
"narcissus,_inc._daffodils",indoor,2012-04-13,0.36,10 blooms
parsnips,all_varieties,2012-04-13,0.79,kg
pears,conference,2012-04-13,0.5,kg
pears,doyenne_du_comice,2012-04-13,0.59,kg
rhubarb,outdoor,2012-04-13,1.27,kg
salad_onions,salad,2012-04-13,4.89,bunch of 20
spinach,leaf_loose/bunches,2012-04-13,2,kg
swede,all_varieties,2012-04-13,0.29,kg
tomatoes,round,2012-04-13,5.17,6kg
tulips,indoor,2012-04-13,0.81,5 blooms
turnip,all_varieties,2012-04-13,0.76,kg
watercress,all_varieties,2012-04-13,10.53,box
alstromeria,indoor,2012-04-06,1.16,5 stems
asparagus,all_varieties,2012-04-06,8.4,kg
beetroot,topped,2012-04-06,0.35,kg
brussels_sprouts,all_varieties,2012-04-06,0.52,kg
bulb_onions,red,2012-04-06,3.51,10 kg
bulb_onions,yellow,2012-04-06,3.94,25 kg
cabbage,red,2012-04-06,0.3,kg
cabbage,savoy,2012-04-06,3.86,12
cabbage,spring_greens_pre-packed,2012-04-06,0.9,kg
cabbage,white,2012-04-06,0.27,kg
cabbage,winter_other,2012-04-06,3.58,12
carrots,topped_washed,2012-04-06,0.29,kg
cauliflowers,all_other,2012-04-06,0.37,head
cauliflowers,kent,2012-04-06,0.5,head
chrysanthemum,13cm,2012-04-06,1.41,each
cooking_apples,bramley's_seedling,2012-04-06,0.56,kg
cucumbers,all_varieties,2012-04-06,3.62,6kg
dessert_apples,cox's_orange_group,2012-04-06,0.7,kg
dessert_apples,gala,2012-04-06,0.7,kg
dessert_apples,other_late_season,2012-04-06,0.77,kg
dessert_apples,other_mid_season,2012-04-06,0.72,kg
leeks,trimmed,2012-04-06,0.81,kg
lettuce,butterhead_indoor,2012-04-06,4.22,dozen
lettuce,little_gem,2012-04-06,0.59,twin
"narcissus,_inc._daffodils",indoor,2012-04-06,0.37,10 blooms
oriental_lilies,homegrown,2012-04-06,0.5,stem
parsnips,all_varieties,2012-04-06,0.8,kg
pears,conference,2012-04-06,0.51,kg
pears,doyenne_du_comice,2012-04-06,0.68,kg
rhubarb,forced,2012-04-06,2.2,kg
rhubarb,outdoor,2012-04-06,1.41,kg
salad_onions,salad,2012-04-06,5.8,bunch of 20
strawberries,all_varieties,2012-04-06,2.03,kg
swede,all_varieties,2012-04-06,0.28,kg
tomatoes,round,2012-04-06,5.72,6kg
tulips,indoor,2012-04-06,0.8,5 blooms
turnip,all_varieties,2012-04-06,0.89,kg
watercress,all_varieties,2012-04-06,10.39,box
alstromeria,indoor,2012-03-30,1.01,5 stems
asparagus,all_varieties,2012-03-30,10.56,kg
beetroot,topped,2012-03-30,0.33,kg
brussels_sprouts,all_varieties,2012-03-30,0.47,kg
bulb_onions,red,2012-03-30,3.39,10 kg
bulb_onions,yellow,2012-03-30,3.73,25 kg
cabbage,red,2012-03-30,0.29,kg
cabbage,savoy,2012-03-30,3.46,12
cabbage,spring_greens_pre-packed,2012-03-30,0.83,kg
cabbage,white,2012-03-30,0.25,kg
cabbage,winter_other,2012-03-30,3.53,12
carrots,topped_washed,2012-03-30,0.28,kg
cauliflowers,all_other,2012-03-30,0.41,head
cauliflowers,kent,2012-03-30,0.47,head
chrysanthemum,13cm,2012-03-30,1.38,each
cooking_apples,bramley's_seedling,2012-03-30,0.52,kg
cucumbers,all_varieties,2012-03-30,4.24,6kg
dessert_apples,cox's_orange_group,2012-03-30,0.83,kg
dessert_apples,gala,2012-03-30,0.41,kg
dessert_apples,other_late_season,2012-03-30,0.64,kg
dessert_apples,other_mid_season,2012-03-30,0,kg
leeks,trimmed,2012-03-30,0.83,kg
lettuce,butterhead_indoor,2012-03-30,4.05,dozen
lettuce,little_gem,2012-03-30,0.57,twin
"narcissus,_inc._daffodils",indoor,2012-03-30,0.37,10 blooms
parsnips,all_varieties,2012-03-30,0.79,kg
pears,conference,2012-03-30,0.52,kg
pears,doyenne_du_comice,2012-03-30,0.66,kg
rhubarb,forced,2012-03-30,1.72,kg
rhubarb,outdoor,2012-03-30,1.34,kg
salad_onions,salad,2012-03-30,6,bunch of 20
spinach,leaf_loose/bunches,2012-03-30,1.5,kg
strawberries,all_varieties,2012-03-30,1.98,kg
swede,all_varieties,2012-03-30,0.28,kg
tomatoes,round,2012-03-30,9.04,6kg
tomatoes,vine,2012-03-30,15,6kg
tulips,indoor,2012-03-30,0.81,5 blooms
turnip,all_varieties,2012-03-30,0.89,kg
watercress,all_varieties,2012-03-30,10.65,box
alstromeria,indoor,2012-03-23,1.08,5 stems
asparagus,all_varieties,2012-03-23,12,kg
beetroot,topped,2012-03-23,0.31,kg
brussels_sprouts,all_varieties,2012-03-23,0.47,kg
bulb_onions,red,2012-03-23,3.32,10 kg
bulb_onions,yellow,2012-03-23,3.68,25 kg
cabbage,red,2012-03-23,0.28,kg
cabbage,savoy,2012-03-23,3.86,12
cabbage,spring_greens_loose,2012-03-23,0.52,kg
cabbage,spring_greens_pre-packed,2012-03-23,0.86,kg
cabbage,white,2012-03-23,0.26,kg
cabbage,winter_other,2012-03-23,3.62,12
carrots,topped_washed,2012-03-23,0.28,kg
cauliflowers,all_other,2012-03-23,0.53,head
cauliflowers,kent,2012-03-23,0.62,head
chrysanthemum,13cm,2012-03-23,1.46,each
cucumbers,all_varieties,2012-03-23,4.9,6kg
leeks,trimmed,2012-03-23,0.83,kg
lettuce,butterhead_indoor,2012-03-23,4.23,dozen
lettuce,little_gem,2012-03-23,0.64,twin
mushrooms,button_indoor,2012-03-23,1.1,kg
mushrooms,flat_indoor,2012-03-23,1.1,kg
"narcissus,_inc._daffodils",indoor,2012-03-23,0.42,10 blooms
parsnips,all_varieties,2012-03-23,0.77,kg
rhubarb,forced,2012-03-23,2.49,kg
rhubarb,outdoor,2012-03-23,2.03,kg
swede,all_varieties,2012-03-23,0.28,kg
tomatoes,round,2012-03-23,9.5,6kg
tomatoes,vine,2012-03-23,15,6kg
tulips,indoor,2012-03-23,0.82,5 blooms
turnip,all_varieties,2012-03-23,0.86,kg
watercress,all_varieties,2012-03-23,10.89,box
alstromeria,indoor,2012-03-16,1.22,5 stems
asparagus,all_varieties,2012-03-16,12,kg
beetroot,topped,2012-03-16,0.31,kg
begonia_elatior,13cm,2012-03-16,1.33,each
brussels_sprouts,all_varieties,2012-03-16,0.49,kg
bulb_onions,red,2012-03-16,3.41,10 kg
bulb_onions,yellow,2012-03-16,3.9,25 kg
cabbage,red,2012-03-16,0.27,kg
cabbage,savoy,2012-03-16,3.99,12
cabbage,spring_greens_loose,2012-03-16,0.57,kg
cabbage,spring_greens_pre-packed,2012-03-16,0.92,kg
cabbage,white,2012-03-16,0.26,kg
cabbage,winter_other,2012-03-16,3.66,12
carrots,topped_washed,2012-03-16,0.28,kg
cauliflowers,all_other,2012-03-16,0.46,head
cauliflowers,kent,2012-03-16,0.48,head
chrysanthemum,13cm,2012-03-16,1.43,each
cooking_apples,bramley's_seedling,2012-03-16,0.52,kg
cucumbers,all_varieties,2012-03-16,7.1,6kg
dessert_apples,cox's_orange_group,2012-03-16,0.67,kg
dessert_apples,egremont_russet,2012-03-16,1.03,kg
dessert_apples,gala,2012-03-16,0.7,kg
dessert_apples,other_late_season,2012-03-16,0.64,kg
leeks,trimmed,2012-03-16,0.88,kg
lettuce,butterhead_indoor,2012-03-16,3.9,dozen
lettuce,little_gem,2012-03-16,0.75,twin
mushrooms,button_indoor,2012-03-16,1.1,kg
mushrooms,cup_indoor,2012-03-16,1.1,kg
mushrooms,flat_indoor,2012-03-16,1.1,kg
"narcissus,_inc._daffodils",indoor,2012-03-16,0.52,10 blooms
parsnips,all_varieties,2012-03-16,0.73,kg
pears,conference,2012-03-16,0.51,kg
pears,doyenne_du_comice,2012-03-16,0.45,kg
rhubarb,forced,2012-03-16,2.96,kg
rhubarb,outdoor,2012-03-16,2.25,kg
swede,all_varieties,2012-03-16,0.29,kg
tomatoes,round,2012-03-16,4.5,6kg
tulips,indoor,2012-03-16,0.81,5 blooms
turnip,all_varieties,2012-03-16,0.88,kg
watercress,all_varieties,2012-03-16,10.84,box
alstromeria,indoor,2012-03-09,1.17,5 stems
beetroot,topped,2012-03-09,0.3,kg
begonia_elatior,13cm,2012-03-09,1.32,each
brussels_sprouts,all_varieties,2012-03-09,0.46,kg
bulb_onions,red,2012-03-09,3.59,10 kg
bulb_onions,yellow,2012-03-09,3.73,25 kg
cabbage,red,2012-03-09,0.29,kg
cabbage,savoy,2012-03-09,3.91,12
cabbage,spring_greens_loose,2012-03-09,0.57,kg
cabbage,spring_greens_pre-packed,2012-03-09,0.92,kg
cabbage,white,2012-03-09,0.23,kg
cabbage,winter_other,2012-03-09,3.39,12
carrots,topped_washed,2012-03-09,0.29,kg
cauliflowers,all_other,2012-03-09,0.51,head
cauliflowers,kent,2012-03-09,0.54,head
chrysanthemum,13cm,2012-03-09,1.42,each
cooking_apples,bramley's_seedling,2012-03-09,0.54,kg
cucumbers,all_varieties,2012-03-09,7.63,6kg
dessert_apples,cox's_orange_group,2012-03-09,0.6,kg
dessert_apples,egremont_russet,2012-03-09,0.9,kg
dessert_apples,gala,2012-03-09,0.68,kg
dessert_apples,other_late_season,2012-03-09,0.56,kg
leeks,trimmed,2012-03-09,0.86,kg
lettuce,butterhead_indoor,2012-03-09,4.55,dozen
lettuce,little_gem,2012-03-09,0.7,twin
mushrooms,cup_indoor,2012-03-09,0.99,kg
"narcissus,_inc._daffodils",indoor,2012-03-09,0.52,10 blooms
parsnips,all_varieties,2012-03-09,0.77,kg
pears,conference,2012-03-09,0.5,kg
pears,doyenne_du_comice,2012-03-09,0.45,kg
rhubarb,forced,2012-03-09,2.9,kg
rhubarb,outdoor,2012-03-09,2.42,kg
swede,all_varieties,2012-03-09,0.27,kg
tomatoes,round,2012-03-09,5.5,6kg
tulips,indoor,2012-03-09,0.79,5 blooms
turnip,all_varieties,2012-03-09,0.88,kg
watercress,all_varieties,2012-03-09,11.33,box
alstromeria,indoor,2012-03-02,1.16,5 stems
beetroot,topped,2012-03-02,0.32,kg
begonia_elatior,13cm,2012-03-02,1.32,each
brussels_sprouts,all_varieties,2012-03-02,0.45,kg
bulb_onions,red,2012-03-02,4,10 kg
bulb_onions,yellow,2012-03-02,3.87,25 kg
cabbage,red,2012-03-02,0.28,kg
cabbage,savoy,2012-03-02,4.1,12
cabbage,spring_greens_pre-packed,2012-03-02,0.89,kg
cabbage,white,2012-03-02,0.24,kg
cabbage,winter_other,2012-03-02,3.45,12
carrots,topped_washed,2012-03-02,0.29,kg
cauliflowers,all_other,2012-03-02,0.44,head
cauliflowers,kent,2012-03-02,0.58,head
chrysanthemum,13cm,2012-03-02,1.42,each
cooking_apples,bramley's_seedling,2012-03-02,0.55,kg
cucumbers,all_varieties,2012-03-02,7,6kg
dessert_apples,cox's_orange_group,2012-03-02,0.65,kg
dessert_apples,egremont_russet,2012-03-02,1.04,kg
dessert_apples,gala,2012-03-02,0.63,kg
dessert_apples,other_late_season,2012-03-02,0.65,kg
leeks,trimmed,2012-03-02,0.83,kg
lettuce,butterhead_indoor,2012-03-02,4.75,dozen
lettuce,little_gem,2012-03-02,0.7,twin
"narcissus,_inc._daffodils",indoor,2012-03-02,0.5,10 blooms
parsnips,all_varieties,2012-03-02,0.8,kg
pears,conference,2012-03-02,0.5,kg
pears,doyenne_du_comice,2012-03-02,0.53,kg
rhubarb,forced,2012-03-02,3.48,kg
swede,all_varieties,2012-03-02,0.29,kg
tulips,indoor,2012-03-02,0.81,5 blooms
turnip,all_varieties,2012-03-02,0.67,kg
watercress,all_varieties,2012-03-02,14,box
alstromeria,indoor,2012-02-24,1.23,5 stems
beetroot,topped,2012-02-24,0.34,kg
begonia_elatior,13cm,2012-02-24,1.32,each
brussels_sprouts,all_varieties,2012-02-24,0.48,kg
bulb_onions,red,2012-02-24,3.52,10 kg
bulb_onions,yellow,2012-02-24,3.83,25 kg
cabbage,red,2012-02-24,0.27,kg
cabbage,savoy,2012-02-24,3.82,12
cabbage,spring_greens_pre-packed,2012-02-24,0.93,kg
cabbage,white,2012-02-24,0.26,kg
cabbage,winter_other,2012-02-24,3.44,12
carrots,topped_washed,2012-02-24,0.28,kg
cauliflowers,all_other,2012-02-24,0.78,head
cauliflowers,kent,2012-02-24,0.95,head
chrysanthemum,13cm,2012-02-24,1.42,each
cooking_apples,bramley's_seedling,2012-02-24,0.55,kg
cucumbers,all_varieties,2012-02-24,7.68,6kg
dessert_apples,cox's_orange_group,2012-02-24,0.63,kg
dessert_apples,egremont_russet,2012-02-24,0.88,kg
dessert_apples,gala,2012-02-24,0.61,kg
dessert_apples,jonagold_group,2012-02-24,0.51,kg
dessert_apples,other_late_season,2012-02-24,0.64,kg
dessert_apples,other_mid_season,2012-02-24,0.53,kg
leeks,trimmed,2012-02-24,0.81,kg
lettuce,butterhead_indoor,2012-02-24,4.43,dozen
lettuce,little_gem,2012-02-24,0.6,twin
"narcissus,_inc._daffodils",indoor,2012-02-24,0.48,10 blooms
parsnips,all_varieties,2012-02-24,0.83,kg
pears,conference,2012-02-24,0.5,kg
pears,doyenne_du_comice,2012-02-24,0.55,kg
rhubarb,forced,2012-02-24,3.76,kg
swede,all_varieties,2012-02-24,0.28,kg
tulips,indoor,2012-02-24,0.76,5 blooms
turnip,all_varieties,2012-02-24,0.95,kg
alstromeria,indoor,2012-02-17,1.1,5 stems
beetroot,topped,2012-02-17,0.31,kg
begonia_elatior,13cm,2012-02-17,1.5,each
brussels_sprouts,all_varieties,2012-02-17,0.47,kg
bulb_onions,red,2012-02-17,3.68,10 kg
bulb_onions,yellow,2012-02-17,3.95,25 kg
cabbage,red,2012-02-17,0.28,kg
cabbage,savoy,2012-02-17,3.93,12
cabbage,spring_greens_loose,2012-02-17,0.42,kg
cabbage,spring_greens_pre-packed,2012-02-17,0.9,kg
cabbage,white,2012-02-17,0.25,kg
cabbage,winter_other,2012-02-17,3.38,12
carrots,topped_washed,2012-02-17,0.29,kg
cauliflowers,all_other,2012-02-17,1,head
chrysanthemum,13cm,2012-02-17,1.52,each
cooking_apples,bramley's_seedling,2012-02-17,0.56,kg
dessert_apples,cox's_orange_group,2012-02-17,0.62,kg
dessert_apples,egremont_russet,2012-02-17,0.9,kg
dessert_apples,gala,2012-02-17,0.61,kg
dessert_apples,other_late_season,2012-02-17,0.67,kg
leeks,trimmed,2012-02-17,0.85,kg
lettuce,butterhead_indoor,2012-02-17,3.94,dozen
lettuce,little_gem,2012-02-17,0.56,twin
"narcissus,_inc._daffodils",indoor,2012-02-17,0.52,10 blooms
